"","X","Id","Label","timeset","modularity_class","labeldiff","kingdom","phylum","class","order","family","genus","species","name","abun","module2"
"143",143,"Zotu2490","Zotu2490",NA,4,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",NA,"Zotu2490",0.000133,"other"
"144",144,"Zotu251","Zotu251",NA,21,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu251",0.000122,"21"
"145",145,"Zotu256","Zotu256",NA,8,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_bacterium","Zotu256",0.000163,"8"
"146",146,"Zotu257","Zotu257",NA,22,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA,"Zotu257",0.000335,"other"
"147",147,"Zotu1527","Zotu1527",NA,22,"other","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga","uncultured_bacterium","Zotu1527",0.000137,"other"
"148",148,"Zotu259","Zotu259",NA,8,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus",NA,"Zotu259",0.000182,"8"
"149",149,"Zotu26","Zotu26",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis","uncultured_bacterium","Zotu26",0.000581,"8"
"150",150,"Zotu2617","Zotu2617",NA,7,"other","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,"Zotu2617",0.000191,"7"
"151",151,"Zotu265","Zotu265",NA,8,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu265",0.000124,"8"
"152",152,"Zotu267","Zotu267",NA,8,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu267",0.000394,"8"
"153",153,"Zotu270","Zotu270",NA,8,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu270",0.000107,"8"
"154",154,"Zotu2720","Zotu2720",NA,16,"other","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia",NA,"Zotu2720",0.00044,"other"
"155",155,"Zotu2722","Zotu2722",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA,"Zotu2722",0.000173,"7"
"156",156,"Zotu29","Zotu29",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",NA,"Zotu29",0.004599,"8"
"157",157,"Zotu208","Zotu208",NA,8,"diff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",NA,"Zotu208",0.000941,"8"
"158",158,"Zotu290","Zotu290",NA,22,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu290",0.000698,"other"
"159",159,"Zotu293","Zotu293",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,"Zotu293",6e-04,"other"
"160",160,"Zotu297","Zotu297",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu297",0.000473,"other"
"161",161,"Zotu182","Zotu182",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu182",0.000569,"other"
"162",162,"Zotu3","Zotu3",NA,9,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Zotu3",0.039529,"other"
"163",163,"Zotu300","Zotu300",NA,8,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,"Zotu300",0.000171,"8"
"164",164,"Zotu302","Zotu302",NA,16,"other","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_Myxococcales","Zotu302",0.000818,"other"
"165",165,"Zotu306","Zotu306",NA,8,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu306",0.000184,"8"
"166",166,"Zotu307","Zotu307",NA,8,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_12","uncultured_bacterium","Zotu307",0.000115,"8"
"167",167,"Zotu3087","Zotu3087",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu3087",0.000107,"other"
"168",168,"Zotu32","Zotu32",NA,8,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_prokaryote","Zotu32",0.000427,"8"
"169",169,"Zotu323","Zotu323",NA,10,"diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA,"Zotu323",0.000481,"other"
"170",170,"Zotu142","Zotu142",NA,10,"diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA,"Zotu142",0.001045,"other"
"171",171,"Zotu325","Zotu325",NA,21,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu325",0.001983,"21"
"172",172,"Zotu327","Zotu327",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","uncultured","uncultured_soil","Zotu327",0.000569,"8"
"173",173,"Zotu33","Zotu33",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu33",0.006471,"other"
"174",174,"Zotu174","Zotu174",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu174",0.002025,"other"
"175",175,"Zotu330","Zotu330",NA,22,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces",NA,"Zotu330",0.000189,"other"
"176",176,"Zotu244","Zotu244",NA,22,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured_bacterium","Zotu244",0.000273,"other"
"177",177,"Zotu334","Zotu334",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu334",0.000439,"other"
"178",178,"Zotu129","Zotu129",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu129",0.001269,"other"
"179",179,"Zotu344","Zotu344",NA,7,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu344",0.001887,"7"
"180",180,"Zotu2480","Zotu2480",NA,8,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu2480",0.000109,"8"
"181",181,"Zotu347","Zotu347",NA,8,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA,"Zotu347",0.000129,"8"
"182",182,"Zotu367","Zotu367",NA,22,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_soil","Zotu367",0.000675,"other"
"183",183,"Zotu37","Zotu37",NA,8,"diff","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Leptonema","uncultured_bacterium","Zotu37",0.005385,"8"
"184",184,"Zotu115","Zotu115",NA,8,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu115",0.00151,"8"
"185",185,"Zotu370","Zotu370",NA,21,"diff","Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter",NA,"Zotu370",0.0012,"21"
"186",186,"Zotu377","Zotu377",NA,11,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylobacillus","uncultured_bacterium","Zotu377",0.000412,"11"
"187",187,"Zotu285","Zotu285",NA,11,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA,"Zotu285",0.000494,"11"
"188",188,"Zotu38","Zotu38",NA,12,"diff","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae","Zotu38",0.003673,"12"
"189",189,"Zotu248","Zotu248",NA,12,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured",NA,"Zotu248",0.000658,"12"
"190",190,"Zotu384","Zotu384",NA,22,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","Acidobacteria_bacterium","Zotu384",0.000298,"other"
"191",191,"Zotu388","Zotu388",NA,8,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15",NA,"Zotu388",0.000177,"8"
"192",192,"Zotu393","Zotu393",NA,22,"diff","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA,"Zotu393",0.00021,"other"
"193",193,"Zotu396","Zotu396",NA,13,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu396",0.000297,"13"
"194",194,"Zotu1117","Zotu1117",NA,13,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu1117",0.000246,"13"
"195",195,"Zotu397","Zotu397",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured","uncultured_bacterium","Zotu397",0.000318,"other"
"196",196,"Zotu4","Zotu4",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus",NA,"Zotu4",0.002423,"8"
"197",197,"Zotu406","Zotu406",NA,21,"diff","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"Zotu406",0.00059,"21"
"198",198,"Zotu417","Zotu417",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA,"Zotu417",0.000245,"other"
"199",199,"Zotu1029","Zotu1029",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu1029",0.000273,"other"
"200",200,"Zotu42","Zotu42",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17","uncultured_Cytophagales","Zotu42",0.00059,"8"
"201",201,"Zotu430","Zotu430",NA,13,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu430",0.000297,"13"
"202",202,"Zotu432","Zotu432",NA,22,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured_bacterium","Zotu432",0.000128,"other"
"203",203,"Zotu44","Zotu44",NA,14,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu44",0.006475,"14"
"204",204,"Zotu30","Zotu30",NA,14,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured_Anaeromyxobacter","Zotu30",0.008622,"14"
"205",205,"Zotu444","Zotu444",NA,21,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Zotu444",0.000741,"21"
"206",206,"Zotu446","Zotu446",NA,15,"other","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured_bacterium","Zotu446",0.00046,"15"
"207",207,"Zotu1553","Zotu1553",NA,15,"other","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured_bacterium","Zotu1553",0.000105,"15"
"208",208,"Zotu216","Zotu216",NA,15,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,"Zotu216",0.000173,"15"
"209",209,"Zotu45","Zotu45",NA,7,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Zotu45",0.00206,"7"
"210",210,"Zotu456","Zotu456",NA,8,"other","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil","Zotu456",0.000116,"8"
"211",211,"Zotu4621","Zotu4621",NA,22,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu4621",0.000499,"other"
"212",212,"Zotu465","Zotu465",NA,8,"diff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32","uncultured_bacterium","Zotu465",0.000333,"8"
"213",213,"Zotu466","Zotu466",NA,22,"other","Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","uncultured","uncultured_bacterium","Zotu466",0.000493,"other"
"214",214,"Zotu476","Zotu476",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA,"Zotu476",0.001689,"7"
"215",215,"Zotu4790","Zotu4790",NA,16,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","alpha_proteobacterium","Zotu4790",0.000345,"other"
"216",216,"Zotu48","Zotu48",NA,22,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured_bacterium","Zotu48",0.001251,"other"
"217",217,"Zotu480","Zotu480",NA,18,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu480",0.002733,"other"
"218",218,"Zotu485","Zotu485",NA,22,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","uncultured","uncultured_bacterium","Zotu485",0.000307,"other"
"219",219,"Zotu493","Zotu493",NA,8,"other","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41",NA,"Zotu493",0.000101,"8"
"220",220,"Zotu499","Zotu499",NA,22,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured","alpha_proteobacterium","Zotu499",0.000456,"other"
"221",221,"Zotu5","Zotu5",NA,22,"other","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus",NA,"Zotu5",0.00045,"other"
"222",222,"Zotu507","Zotu507",NA,22,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",NA,"Zotu507",0.000508,"other"
"223",223,"Zotu51","Zotu51",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu51",0.003741,"other"
"224",224,"Zotu511","Zotu511",NA,22,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_soil","Zotu511",0.000534,"other"
"225",225,"Zotu431","Zotu431",NA,22,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","metagenome","Zotu431",0.000436,"other"
"226",226,"Zotu512","Zotu512",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","uncultured_bacterium","Zotu512",0.000691,"other"
"227",227,"Zotu517","Zotu517",NA,22,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Zotu517",0.000338,"other"
"228",228,"Zotu52","Zotu52",NA,19,"diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ciceribacter","uncultured_bacterium","Zotu52",0.00511,"other"
"229",229,"Zotu473","Zotu473",NA,19,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,"Zotu473",0.000563,"other"
"230",230,"Zotu522","Zotu522",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2",NA,"Zotu522",0.000464,"8"
"231",231,"Zotu527","Zotu527",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"Zotu527",0.000612,"0"
"232",232,"Zotu533","Zotu533",NA,22,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu533",0.000357,"other"
"233",233,"Zotu54","Zotu54",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu54",0.000275,"8"
"234",234,"Zotu53","Zotu53",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu53",0.000271,"8"
"235",235,"Zotu542","Zotu542",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu542",0.000767,"2"
"236",236,"Zotu546","Zotu546",NA,22,"other","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Herbinix","uncultured_bacterium","Zotu546",0.000273,"other"
"237",237,"Zotu1198","Zotu1198",NA,22,"other","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Herbinix","uncultured_bacterium","Zotu1198",0.000122,"other"
"238",238,"Zotu547","Zotu547",NA,8,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA,"Zotu547",0.000105,"8"
"239",239,"Zotu565","Zotu565",NA,15,"other","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured_bacterium","Zotu565",0.000336,"15"
"240",240,"Zotu5776","Zotu5776",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu5776",0.000167,"other"
"241",241,"Zotu58","Zotu58",NA,8,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA,"Zotu58",0.001078,"8"
"242",242,"Zotu581","Zotu581",NA,16,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloterricola","Methyloterricola_oryzae","Zotu581",0.000239,"other"
"243",243,"Zotu582","Zotu582",NA,15,"diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,"Zotu582",0.000168,"15"
"244",244,"Zotu585","Zotu585",NA,12,"diff","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_sp.","Zotu585",0.000356,"12"
"245",245,"Zotu593","Zotu593",NA,4,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",NA,"Zotu593",0.000564,"other"
"246",246,"Zotu5941","Zotu5941",NA,8,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu5941",0.000213,"8"
"247",247,"Zotu5944","Zotu5944",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu5944",0.000185,"2"
"248",248,"Zotu6","Zotu6",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu6",0.027337,"other"
"249",249,"Zotu602","Zotu602",NA,22,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","M2PT2-76_termite_group","uncultured_bacterium","Zotu602",0.00038,"other"
"250",250,"Zotu606","Zotu606",NA,22,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Agrobacterium_larrymoorei","Zotu606",0.000276,"other"
"251",251,"Zotu609","Zotu609",NA,22,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,"Zotu609",0.000146,"other"
"252",252,"Zotu61","Zotu61",NA,22,"other","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax","uncultured_Anaerovorax","Zotu61",0.001279,"other"
"253",253,"Zotu615","Zotu615",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu615",0.000427,"other"
"254",254,"Zotu619","Zotu619",NA,4,"other","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA,"Zotu619",0.001235,"other"
"255",255,"Zotu620","Zotu620",NA,22,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","metagenome","Zotu620",0.000265,"other"
"256",256,"Zotu6206","Zotu6206",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","uncultured","uncultured_bacterium","Zotu6206",0.000358,"8"
"257",257,"Zotu125","Zotu125",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis","uncultured_bacterium","Zotu125",0.000126,"8"
"258",258,"Zotu622","Zotu622",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","[Cytophaga]_xylanolytica_group","uncultured_bacterium","Zotu622",0.000276,"8"
"259",259,"Zotu625","Zotu625",NA,8,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,"Zotu625",0.000132,"8"
"260",260,"Zotu631","Zotu631",NA,20,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu631",0.000175,"20"
"261",261,"Zotu558","Zotu558",NA,20,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu558",0.000203,"20"
"262",262,"Zotu638","Zotu638",NA,22,"other","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured_bacterium","Zotu638",0.000395,"other"
"263",263,"Zotu639","Zotu639",NA,21,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu639",0.000953,"21"
"264",264,"Zotu6401","Zotu6401",NA,7,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured_bacterium","Zotu6401",0.000132,"7"
"265",265,"Zotu650","Zotu650",NA,22,"other","Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49",NA,"Zotu650",0.000244,"other"
"266",266,"Zotu652","Zotu652",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu652",0.000445,"7"
"267",267,"Zotu66","Zotu66",NA,8,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu66",0.000254,"8"
"268",268,"Zotu660","Zotu660",NA,8,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","Acidobacteria_bacterium","Zotu660",0.000147,"8"
"269",269,"Zotu68","Zotu68",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA,"Zotu68",0.002942,"8"
"270",270,"Zotu682","Zotu682",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu682",0.000162,"other"
"271",271,"Zotu6852","Zotu6852",NA,7,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Zotu6852",0.000676,"7"
"272",272,"Zotu69","Zotu69",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2","uncultured_bacterium","Zotu69",0.00098,"other"
"273",273,"Zotu70","Zotu70",NA,21,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium","Zotu70",0.003239,"21"
"274",274,"Zotu1339","Zotu1339",NA,21,"other","Bacteria","Actinobacteriota","Coriobacteriia","CG2-30-50-142","CG2-30-50-142","CG2-30-50-142","Actinobacteria_bacterium","Zotu1339",0.000182,"21"
"275",275,"Zotu482","Zotu482",NA,21,"other","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","uncultured_bacterium","Zotu482",0.000347,"21"
"276",276,"Zotu700","Zotu700",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu700",0.000573,"7"
"277",277,"Zotu702","Zotu702",NA,21,"other","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","uncultured_bacterium","Zotu702",0.000108,"21"
"278",278,"Zotu714","Zotu714",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu714",0.000573,"7"
"279",279,"Zotu716","Zotu716",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu716",0.000442,"other"
"280",280,"Zotu724","Zotu724",NA,22,"diff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_soil","Zotu724",0.000361,"other"
"281",281,"Zotu73","Zotu73",NA,7,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu73",0.00433,"7"
"282",282,"Zotu739","Zotu739",NA,8,"diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","uncultured_bacterium","Zotu739",0.000174,"8"
"283",283,"Zotu7399","Zotu7399",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix",NA,"Zotu7399",0.000295,"other"
"284",284,"Zotu765","Zotu765",NA,19,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA,"Zotu765",0.000526,"other"
"285",285,"Zotu77","Zotu77",NA,17,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu77",0.001806,"other"
"286",286,"Zotu782","Zotu782",NA,22,"other","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group","uncultured_bacterium","Zotu782",0.000216,"other"
